ID;countInput;countLineCode;countLineCodeDecl;countLineCodeExe;countOutput;countPath;countPathLog;countStmt;countStmtDec;countStmtExe;cyclomatic;cyclomaticModified;cyclomaticStrict;essential;knots;maxEssentialKnots;maxNesting;minEssentialKnots;ID;countInput;countLineCode;countLineCodeDecl;countLineCodeExe;countOutput;countPath;countPathLog;countStmt;countStmtDec;countStmtExe;cyclomatic;cyclomaticModified;cyclomaticStrict;essential;knots;maxEssentialKnots;maxNesting;minEssentialKnots;id;testPath;pathLength;hasLoop;countLoop;countnewReqEcCovered;countReqEcCovered;EdgeCoverage;countnewReqPpcCovered;countReqPcCovered;primePathCoverage
org.apache.commons.lang3.math.NumberUtils.createBigDecimal(String);5;12;1;7;4;5;1;8;1;7;4;4;4;1;1;0;1;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigDecimalFailure(String);4;6;1;4;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigDecimalFailure(String);9,2,4,6,7,10;6;0;0;0;5;0.45454545454545453;0;1;0.25;
org.apache.commons.lang3.math.NumberUtils.createBigDecimal(String);5;12;1;7;4;5;1;8;1;7;4;4;4;1;1;0;1;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigDecimalFailure(String);4;6;1;4;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigDecimalFailure(String);9,2,4,5,10;5;0;0;0;4;0.36363636363636365;0;1;0.25;
org.apache.commons.lang3.math.NumberUtils.createBigDecimal(String);5;12;1;7;4;5;1;8;1;7;4;4;4;1;1;0;1;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigDecimalFailure(String);4;6;1;4;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigDecimalFailure(String);9,2,3,10;4;0;0;0;3;0.2727272727272727;0;1;0.25;
org.apache.commons.lang3.math.NumberUtils.createBigInteger(String);4;24;5;19;5;9;1;20;5;15;7;7;9;1;3;0;1;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);4;6;1;4;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);21,2,4,5,6,7,8,9,10,13,16,17,18,19,20,22;16;0;0;15;15;0.5769230769230769;1;1;0.047619047619047616;
org.apache.commons.lang3.math.NumberUtils.createBigInteger(String);4;24;5;19;5;9;1;20;5;15;7;7;9;1;3;0;1;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);4;6;1;4;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);21,2,4,5,6,7,10,13,16,17,18,19,20,22;14;0;0;1;13;0.5;1;1;0.047619047619047616;
org.apache.commons.lang3.math.NumberUtils.createBigInteger(String);4;24;5;19;5;9;1;20;5;15;7;7;9;1;3;0;1;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);4;6;1;4;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);21,2,4,5,6,7,8,9,10,11,12,19,20,22;14;0;0;2;12;0.46153846153846156;0;0;0;
org.apache.commons.lang3.math.NumberUtils.createBigInteger(String);4;24;5;19;5;9;1;20;5;15;7;7;9;1;3;0;1;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);4;6;1;4;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);21,2,4,5,6,7,8,9,10,13,16,19,20,22;14;0;0;1;13;0.5;1;1;0.047619047619047616;
org.apache.commons.lang3.math.NumberUtils.createBigInteger(String);4;24;5;19;5;9;1;20;5;15;7;7;9;1;3;0;1;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);4;6;1;4;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);21,2,4,5,6,7,10,13,14,15,19,20,22;13;0;0;2;11;0.4230769230769231;0;0;0;
org.apache.commons.lang3.math.NumberUtils.createBigInteger(String);4;24;5;19;5;9;1;20;5;15;7;7;9;1;3;0;1;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);4;6;1;4;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);21,2,4,5,6,7,10,11,12,19,20,22;12;0;0;0;10;0.38461538461538464;0;0;0;
org.apache.commons.lang3.math.NumberUtils.createBigInteger(String);4;24;5;19;5;9;1;20;5;15;7;7;9;1;3;0;1;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);4;6;1;4;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);21,2,4,5,6,7,10,13,16,19,20,22;12;0;0;0;11;0.4230769230769231;1;1;0.047619047619047616;
org.apache.commons.lang3.math.NumberUtils.createBigInteger(String);4;24;5;19;5;9;1;20;5;15;7;7;9;1;3;0;1;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);4;6;1;4;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.math.NumberUtilsTest.testCreateBigIntegerFailure(String);21,2,3,22;4;0;0;2;3;0.11538461538461539;1;1;0.047619047619047616;
org.apache.commons.lang3.text.WordUtils.wrap(String,int,String,boolean,String);7;62;8;47;13;585;3;44;7;37;14;14;14;6;8;7;4;5;org.apache.commons.lang3.text.WordUtilsTest.testWrap_StringIntStringBooleanString();0;14;3;12;2;1;0;13;3;10;1;1;1;1;0;0;0;0;org.apache.commons.lang3.text.WordUtilsTest.testWrap_StringIntStringBooleanString();49,2,4,6,8,10,11,12,13,14,15,16,17,18,23,25,27,31,32,36,37,38,39,40,41,42,43,14,15,16,17,18,23,25,27,31,32,36,37,38,40,44,45,46,14,47,48,50;48;1;2;35;35;0.5645161290322581;3;3;0.006726457399103139;
org.apache.commons.lang3.text.WordUtils.wrap(String,int,String,boolean,String);7;62;8;47;13;585;3;44;7;37;14;14;14;6;8;7;4;5;org.apache.commons.lang3.text.WordUtilsTest.testWrap_StringIntStringBooleanString();0;14;3;12;2;1;0;13;3;10;1;1;1;1;0;0;0;0;org.apache.commons.lang3.text.WordUtilsTest.testWrap_StringIntStringBooleanString();49,2,4,6,8,10,11,12,13,14,15,16,17,18,19,22,23,25,27,28,29,30,14,15,16,17,18,23,25,27,31,32,33,34,35,14,15,16,17,18,23,24,47,48,50;45;1;2;11;32;0.5161290322580645;1;1;0.002242152466367713;
org.apache.commons.lang3.text.WordUtils.wrap(String,int,String,boolean,String);7;62;8;47;13;585;3;44;7;37;14;14;14;6;8;7;4;5;org.apache.commons.lang3.text.WordUtilsTest.testWrap_StringIntStringBooleanString();0;14;3;12;2;1;0;13;3;10;1;1;1;1;0;0;0;0;org.apache.commons.lang3.text.WordUtilsTest.testWrap_StringIntStringBooleanString();49,2,4,6,8,10,11,12,13,14,15,16,17,18,19,22,23,25,27,28,29,30,14,15,16,17,18,23,24,47,48,50;32;1;1;0;26;0.41935483870967744;0;1;0.002242152466367713;
org.apache.commons.lang3.text.WordUtils.wrap(String,int,String,boolean,String);7;62;8;47;13;585;3;44;7;37;14;14;14;6;8;7;4;5;org.apache.commons.lang3.text.WordUtilsTest.testWrap_StringIntStringBooleanString();0;14;3;12;2;1;0;13;3;10;1;1;1;1;0;0;0;0;org.apache.commons.lang3.text.WordUtilsTest.testWrap_StringIntStringBooleanString();49,2,4,6,8,10,11,12,13,14,15,16,17,18,23,25,27,31,32,33,34,35,14,15,16,17,18,23,24,47,48,50;32;1;1;0;26;0.41935483870967744;1;1;0.002242152466367713;
org.apache.commons.lang3.text.WordUtils.wrap(String,int,String,boolean,String);7;62;8;47;13;585;3;44;7;37;14;14;14;6;8;7;4;5;org.apache.commons.lang3.text.WordUtilsTest.testWrap_StringIntStringBooleanString();0;14;3;12;2;1;0;13;3;10;1;1;1;1;0;0;0;0;org.apache.commons.lang3.text.WordUtilsTest.testWrap_StringIntStringBooleanString();49,2,4,6,8,10,11,12,13,14,15,16,17,18,19,22,23,24,47,48,50;21;0;0;0;20;0.3225806451612903;1;1;0.002242152466367713;
org.apache.commons.lang3.StringUtils.getLevenshteinDistance(CharSequence,CharSequence,int);8;59;11;45;7;252;2;52;14;38;17;17;18;7;8;8;3;7;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_NullStringInt();1;3;1;1;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_NullStringInt();47,2,3,48;4;0;0;3;3;0.05263157894736842;1;1;0.014492753623188406;
org.apache.commons.lang3.StringUtils.getLevenshteinDistance(CharSequence,CharSequence,int);8;59;11;45;7;252;2;52;14;38;17;17;18;7;8;8;3;7;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringNullInt();1;3;1;1;1;1;0;2;1;1;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringNullInt();47,2,3,48;4;0;0;0;3;0.05263157894736842;0;1;0.014492753623188406;
org.apache.commons.lang3.StringUtils.getLevenshteinDistance(CharSequence,CharSequence,int);8;59;11;45;7;252;2;52;14;38;17;17;18;7;8;8;3;7;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();0;40;1;38;2;1;0;39;1;38;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();47,2,4,6,7,8,10,12,14,15,16,17,18,19,20,21,22,23,24,23,24,23,24,23,24,23,24,23,24,23,25,26,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,44,45,48;284;1;14;39;41;0.7192982456140351;11;11;0.15942028985507245;
org.apache.commons.lang3.StringUtils.getLevenshteinDistance(CharSequence,CharSequence,int);8;59;11;45;7;252;2;52;14;38;17;17;18;7;8;8;3;7;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();0;40;1;38;2;1;0;39;1;38;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();47,2,4,6,7,8,10,12,14,15,16,17,18,19,20,21,22,23,24,23,24,23,24,23,24,23,24,23,24,23,25,26,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,38,36,37,38,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,38,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,44,45,48;281;1;14;1;42;0.7368421052631579;2;13;0.18840579710144928;
org.apache.commons.lang3.StringUtils.getLevenshteinDistance(CharSequence,CharSequence,int);8;59;11;45;7;252;2;52;14;38;17;17;18;7;8;8;3;7;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();0;40;1;38;2;1;0;39;1;38;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();47,2,4,6,7,8,10,12,14,20,21,22,23,24,23,24,23,24,23,24,23,24,23,24,23,25,26,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,44,45,48;279;1;14;1;37;0.6491228070175439;1;11;0.15942028985507245;
org.apache.commons.lang3.StringUtils.getLevenshteinDistance(CharSequence,CharSequence,int);8;59;11;45;7;252;2;52;14;38;17;17;18;7;8;8;3;7;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();0;40;1;38;2;1;0;39;1;38;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();47,2,4,6,7,8,10,12,14,15,16,17,18,19,20,21,22,23,24,23,24,23,24,23,24,23,24,23,24,23,25,26,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,38,36,37,38,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,38,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,35,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,44,46,48;278;1;14;4;43;0.7543859649122807;4;16;0.2318840579710145;
org.apache.commons.lang3.StringUtils.getLevenshteinDistance(CharSequence,CharSequence,int);8;59;11;45;7;252;2;52;14;38;17;17;18;7;8;8;3;7;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();0;40;1;38;2;1;0;39;1;38;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();47,2,4,6,7,8,10,12,14,20,21,22,23,24,23,24,23,24,23,24,23,24,23,24,23,25,26,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,38,36,37,38,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,38,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,44,45,48;276;1;14;0;38;0.6666666666666666;0;13;0.18840579710144928;
org.apache.commons.lang3.StringUtils.getLevenshteinDistance(CharSequence,CharSequence,int);8;59;11;45;7;252;2;52;14;38;17;17;18;7;8;8;3;7;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();0;40;1;38;2;1;0;39;1;38;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();47,2,4,6,7,8,10,12,14,20,21,22,23,24,23,24,23,24,23,24,23,24,23,24,23,25,26,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,38,36,37,38,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,38,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,35,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,44,46,48;273;1;14;0;39;0.6842105263157895;0;16;0.2318840579710145;
org.apache.commons.lang3.StringUtils.getLevenshteinDistance(CharSequence,CharSequence,int);8;59;11;45;7;252;2;52;14;38;17;17;18;7;8;8;3;7;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();0;40;1;38;2;1;0;39;1;38;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();47,2,4,6,7,8,10,12,14,20,21,22,23,24,23,24,23,24,23,24,23,24,23,24,23,25,26,27,28,29,30,31,32,34,36,37,38,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,38,36,37,38,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,38,36,37,38,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,37,39,40,36,37,39,40,36,37,39,40,36,37,38,36,41,42,43,27,44,45,48;180;1;11;0;38;0.6666666666666666;1;11;0.15942028985507245;
org.apache.commons.lang3.StringUtils.getLevenshteinDistance(CharSequence,CharSequence,int);8;59;11;45;7;252;2;52;14;38;17;17;18;7;8;8;3;7;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();0;40;1;38;2;1;0;39;1;38;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();47,2,4,6,7,8,10,12,14,15,16,17,18,19,20,21,22,23,24,23,24,23,25,26,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,44,46,48;133;1;9;0;40;0.7017543859649122;0;8;0.11594202898550725;
org.apache.commons.lang3.StringUtils.getLevenshteinDistance(CharSequence,CharSequence,int);8;59;11;45;7;252;2;52;14;38;17;17;18;7;8;8;3;7;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();0;40;1;38;2;1;0;39;1;38;1;1;1;1;0;0;0;0;org.apache.commons.lang3.StringUtilsTest.testGetLevenshteinDistance_StringStringInt();47,2,4,6,7,8,10,12,14,15,16,17,18,19,20,21,22,23,24,23,24,23,25,26,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,28,29,30,31,32,34,36,37,39,40,36,41,42,43,27,44,45,48;133;1;9;0;41;0.7192982456140351;0;8;0.11594202898550725;
